id,code,subject,catalog nbr,section,class nbr,course title,component,units,topics,Bldg,room,days,time,Instructor,Class Enrl Cap,Class Enrl Tot,Class Wait Cap,Class Wait Tot,Class Min Enrl
11220,ENEC 351,ENEC,351,01S,10046,COASTAL LAW AND POLICY,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Leidy,Lee L""]",12,0,999,0,0
11221,ENEC 352,ENEC,352,1,10047,MARINE FISHERIES ECOLOGY,Lecture(In Person On Campus Learners),3,A, Venable Hall, G307 , MWF , 12:20 - 13:10,"["" BELL,GEOFFREY""]",20,20,999,0,0
11222,ENEC 370,ENEC,370,1,7505,AGRICULTURE & ENVR,Lecture(In Person On Campus Learners),3,A, Peabody Hall,3050, MWF , 11:15 - 12:05,"["" Cooke,Amy Elizabeth""]",48,48,999,5,0
11223,ENEC 393,ENEC,393,50,10532,INTERNSHIP IN SUSTAINABILITY,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",15,0,999,0,0
11224,ENEC 395,ENEC,395,08S,9873,ENEC RESEARCH,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",2,0,999,0,0
11225,ENEC 396,ENEC,396,2,8115,DIRECTED READINGS,Lecture(In Person On Campus Learners),4-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",1,0,999,0,0
11226,ENEC 435,ENEC,435,1,14679,GROUNDWATER,Lecture(In Person On Campus Learners),3,A, Mitchell Hall,205, TuTh , 09:30 - 10:45,"["" Sebastian,Antonia""]",5,0,999,0,0
11227,ENEC 437,ENEC,437,1,11874,CLIMATE CHANGE VULNERABILITY,Lecture(In Person On Campus Learners),3,A, Carolina Hall,204, TuTh , 12:30 - 13:45,"["" Gray,Clark L.""]",5,5,999,10,0
11228,ENEC 444,ENEC,444,1,12829,MARINE PHYTOPLANKTON,Lecture(In Person On Campus Learners),3,A, Murray Hall, G201 , MWF , 10:10 - 11:00,"["" MARCHETTI,ADRIAN""]",5,5,999,1,0
11229,ENEC 448,ENEC,448,01S,7407,COASTAL ECOLOGY,Lecture(In Person On Campus Learners),4,A, TBA, TBA , Tu , TBA,"["" LINDQUIST,NIELS L""]",17,0,999,0,0
11230,ENEC 468,ENEC,468,1,8583,TEMPORAL GIS,AND(In Person On Campus Learners),GEOSTATISTICSLecture 3,A,NULL,NULL,NULL,NULL,"["" Serre,Marc L.""]",2,2,999,0,0
11231,ENEC 471,ENEC,471,01S,7404,HUMAN ESTUARINE IMPACTS,Lecture(In Person On Campus Learners),4,A, TBA, TBA , TuTh , TBA,"["" NOBLE,RACHEL T""]",17,0,999,0,0
11232,ENEC 473,ENEC,473,1,17188,BUSINESS/FINANCE FUNDAMENTALS,Lecture(In Person On Campus Learners),3,A, Dey Hall,305, TuTh , 17:00 - 18:15,"["" Hatcher,David James""]",40,0,0,0,0
11233,ENEC 474,ENEC,474,03S,13066,SUST COASTAL MANAGEMENT,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",20,0,999,0,0
11234,ENEC 479,ENEC,479,01S,10050,LANDSCAPE ANALYSIS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Petric,Radmila""]",20,0,999,0,0
11235,ENEC 485,ENEC,485,01S,13942,COASTAL RESOURCE ECON,&(In Person On Campus Learners),POLICYLecture 3 - 4,A, TBA, TBA , TBA , TBA,"["" Keeler,Andrew George""]",999,4,999,0,0
11236,ENEC 489,ENEC,489,01S,7406,ECOLOGICAL PROCESSES,Lecture(In Person On Campus Learners),4,A, TBA, TBA , TBA , TBA,"["" Dubbs,Lindsay Laura""]",15,0,999,0,0
11237,ENEC 490,ENEC,490,2,14025,ENEC SPECIAL TOPICS,Lecture(In Person On Campus Learners),12-Jan,A, Hanes Hall,112, MW , 14:30 - 15:45 Drones in the Envion,"["" BELL,GEOFFREY""]",25,21,999,0,0
11238,ENEC 492,ENEC,492,1,9667,SOC SCI RESEARCH METHODS,Lecture(In Person On Campus Learners),3,A, Hanes Hall,112, TuTh , 12:30 - 13:45,"["" Staff""]",24,21,999,0,0
11239,ENEC 493,ENEC,493,50,10529,ENVIRONMENTAL INTERNSHIP,Lecture(In Person On Campus Learners),4-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",15,0,999,0,0
11240,ENEC 548,ENEC,548,1,10194,SUSTAINABLE ENERGY SYSTEMS,Lecture(In Person On Campus Learners),3,A, Murphey Hall,104, TuTh , 15:30 - 16:45,"["" KITTNER,NOAH R""]",10,10,999,6,0
11241,ENEC 562,ENEC,562,1,14026,STAT FOR ENV SCIENTISTS,Lecture(In Person On Campus Learners),4,A, Phillips Hall,222, TuTh , 12:30 - 13:45,"["" Staff""]",20,5,999,0,0
11242,ENEC 569,ENEC,569,1,12558,CURR ISSUES IN ECOL,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" MITCHELL,CHARLES E""]",20,6,999,0,0
11243,ENEC 570,ENEC,570,1,15027,ENV DECISION-MAKING,Lecture(In Person On Campus Learners),3,A, Carolina Hall,322, TuTh , 11:00 - 12:15,"["" YATES,ANDREW JAMES""]",20,10,999,0,0
11244,ENEC 593,ENEC,593,2,8112,ENVIRONMENTAL PRACTICUM,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",5,0,999,0,0
11245,ENEC 698,ENEC,698,03S,7402,ENEC CAPSTONE,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" RODRIGUEZ,ANTONIO B""]",20,0,999,0,0
11246,ENEC 891,ENEC,891,48,10488,SPECIAL TOPICS IN ECOLOGY,Lecture(In Person On Campus Learners),4-Feb,A, TBA, TBA , TBA , TBA,"["" Staff""]",1,0,999,0,0
11247,ENEC 961,ENEC,961,37,7612,RESEARCH IN ECOLOGY,Lecture(In Person On Campus Learners),15-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",0,0,999,0,0
11248,ENEC 993,ENEC,993,51,11585,MASTER'S RESEARCH AND THESIS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",1,0,999,0,0
11249,ENEC 994,ENEC,994,52,9822,DOCT RESEARCH,AND(In Person On Campus Learners),DISSERTATIONLecture 3,A, TBA, TBA , TBA , TBA,"["" Staff""]",1,0,999,0,0
11250,EURO 159,EURO,159,605,14335,EUROPE AND THE WORLD,Recitation(In Person On Campus Learners),3,A, Hamilton Hall,523, F , 14:30 - 15:20,"["" Staff""]",2,2,999,0,0
11251,EURO 239,EURO,239,2,9084,INTRO EUROPEAN GOVT,Lecture(In Person On Campus Learners),3,A, Gardner Hall,308, TuTh , 08:00 - 09:15,"["" Machtei Samov,Itay Chay""]",8,5,999,0,0
11252,EURO 257,EURO,257,602,14356,POSTWAR GERMANY,Recitation(In Person On Campus Learners),3,A, Murphey Hall,222, F , 13:25 - 14:15,"["" Staff""]",2,2,999,0,0
11253,EURO 347,EURO,347,1,14409,FASCIST CHALLENGES,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Staff""]",5,0,999,1,0
11254,EURO 438,EURO,438,1,14974,UNDIVIDED EUROPE,Lecture(In Person On Campus Learners),3,A, Murray Hall, G201 , TuTh , 14:00 - 15:15,"["" VACHUDOVA,MILADA A""]",5,3,999,0,0
11255,EURO 442,EURO,442,1,9397,INTL POL ECONOMY,Lecture(In Person On Campus Learners),3,A, Hamilton Hall,452, TuTh , 11:00 - 12:15,"["" Lim,Junghyun""]",5,1,999,0,0
11256,EURO 460,EURO,460,2,9508,INTERNATIONAL ECON,Lecture(In Person On Campus Learners),3,A, Gardner Hall,309, MW , 15:35 - 16:50,"["" VAIDYANATHAN,GEETHA""]",2,0,999,0,0
11257,EURO 486,EURO,486,1,14482,MODERN RUSSIAN WOMEN WRITERS,Lecture(In Person On Campus Learners),3,A, Dey Hall,404, TuTh , 11:00 - 12:15,"["" SHVABRIN,STANISLAV""]",2,0,999,0,0
11258,EURO 490,EURO,490,1,14892,ADVACNED TOPICS EURO STUDIES,Lecture(In Person On Campus Learners),3-Jan,A, Greenlaw Hall,305, M , 12:20 - 15:20,"["" LAYNE,PRISCILLA DIONNE""]",25,11,999,0,0
11259,EXSS 141,EXSS,141,1,14179,PERSONAL HEALTH,Lecture(In Person On Campus Learners),3,A, Fetzer Hall,109, TuTh , 09:30 - 10:45,"["" Pomerantz,Margaret L""]",90,90,999,22,0
11260,EXSS 155,EXSS,155,1,12441,HUMAN ANATOMY & PHYSIOLOGY I,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Ondrak,Kristin Sutika""]",177,177,999,37,0
11261,EXSS 180,EXSS,180,2,14346,PHYS ACTIVITY CONTEMP SOCIETY,Lecture(In Person On Campus Learners),3,A, Woollen Gym,303, TuTh , 09:30 - 10:45,"["" Nedimyer,Aliza Kamman""]",52,53,999,71,0
11262,EXSS 181,EXSS,181,3,10497,SPORT AND EXERCISE PSYCHOLOGY,Lecture(In Person On Campus Learners),3,A, Woollen Gym,302, TuTh , 14:00 - 15:15,"["" Beisecker,Ling""]",35,35,999,54, 0 0011
11263,EXSS 205,EXSS,205,1,9970,SPORT SKILLS I,Lecture(In Person On Campus Learners),3,A, Woollen Gym,302, TuTh , 09:30 - 10:45,"["" Norris,Sherry Kinlaw""]",25,21,999,0,0
11264,EXSS 207,EXSS,207,1,4403,COACHING PRINCIPLES,Lecture(In Person On Campus Learners),3,A, Woollen Gym,302, MWF , 11:15 - 12:05,"["" Norris,Sherry Kinlaw""]",30,30,999,1,0
11265,EXSS 220,EXSS,220,1,4407,FITNESS MANAGEMENT,Lecture(In Person On Campus Learners),3,A, Woollen Gym,302, TuTh , 12:30 - 13:45,"["" Schimmelfing,Leon R.""]",30,30,999,4,0
11266,EXSS 221,EXSS,221,2,4295,INTRO TO SPORT ADMIN,Lecture(In Person On Campus Learners),3,A, Fetzer Hall,109, TuTh , 12:30 - 13:45,"["" PATTERSON,ANTHONY F""]",60,60,999,6,0
11267,EXSS 256,EXSS,256,1,14185,HUMAN ANATOMY & PHYSIOLOGY II,Lecture(In Person On Campus Learners),3,A, Manning Hall,209, TuTh , 12:30 - 13:45,"["" Ondrak,Kristin Sutika""]",180,156,999,0,0
11268,EXSS 265,EXSS,265,1,14413,FUNDMNTLS OF SPORTS MEDICINE,Lecture(In Person On Campus Learners),3,A, Woollen Gym,304, TuTh , 09:30 - 10:45,"["" Aguilar,Alain J.""]",50,50,999,24,0
11269,EXSS 273,EXSS,273,4,14186,RESEARCH IN EXSS,Lecture(In Person On Campus Learners),3,A, Woollen Gym,304, TuTh , 14:00 - 15:15,"["" Staff""]",40,40,999,16,0
11270,tions 401,tions,401,or,402,in Connect Carolina during,Wave,2 if you are interested in being enrolled in EXSS,275L,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11271,EXSS 288,EXSS,288,4,6523,EMERGENCY CARE,Lecture(In Person On Campus Learners),3,A, Woollen Gym,303, TuTh , 12:30 - 13:45,"["" Nedimyer,Aliza Kamman""]",45,45,999,49,0
11272,EXSS 290,EXSS,290,2,14200,SPECIAL TOPICS IN EXSS,Lecture(In Person On Campus Learners),3,A, Woollen Gym,301, MWF , 12:20 - 13:10,"["" Pratt,Angela Noelle""]",20,20,999,1,0
11273,EXSS 293,EXSS,293,1,14868,EXSS INTERN Field,Work(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Pratt,Angela Noelle""]",20,1,999,0,0
11274,EXSS 322,EXSS,322,1,4296,FNDMNTLS SPT MARKETING,Lecture(In Person On Campus Learners),3,A, Fetzer Hall,106, TuTh , 09:30 - 10:45,"["" Pratt,Angela Noelle""]",60,60,999,10,0
11275,EXSS 323,EXSS,323,1,6627,SPT FAC & EVENT MGMT,Lecture(In Person On Campus Learners),3,A, Fetzer Hall,104, TuTh , 14:00 - 15:15,"["" PATTERSON,ANTHONY F""]",40,40,999,13,0
11276,EXSS 324,EXSS,324,1,6628,FINANC ECON OF SPORT,Lecture(In Person On Campus Learners),3,A, Fetzer Hall,109, TuTh , 08:00 - 09:15,"["" McDonnell Jr,Wayne Gerard""]",60,57,999,0,0
11277,EXSS 360,EXSS,360,1,4302,SPORTS NUTRITION,Lecture(In Person On Campus Learners),3,A, Woollen Gym,301, TuTh , 11:00 - 12:15,"["" Ryan,ABBIE E""]",40,40,999,10,0
11278,EXSS 366,EXSS,366,1,14369,FNDS OF SPORTS MED REHAB,Lecture(In Person On Campus Learners),3,A, Fetzer Hall,106, MWF , 11:15 - 12:05,"["" Wikstrom,Erik A.""]",45,34,999,0,0
11279,EXSS 376,EXSS,376,414,8306,PHYSIOL HUMAN PERF,Lab(In Person On Campus Learners),0,A, TBA, TBA , F , 15:35 - 17:25,"["" Staff""]",10,0,999,0,0
11280,EXSS 380,EXSS,380,3,8999,NEUROMUSC CONTROL/LEARNING,Lecture(In Person On Campus Learners),3,A, Fetzer Hall,104, TuTh , 09:30 - 10:45,"["" Blackburn,Jonathan T.""]",40,40,999,0,0
11281,EXSS 385,EXSS,385,3,14223,BIOMECHAN OF SPORT,Lecture(In Person On Campus Learners),3,A, Woollen Gym,304, TuTh , 15:30 - 16:45,"["" PETSCHAUER,MEREDITH A""]",40,40,999,2,0
11282,EXSS 391,EXSS,391,62,15308,EXSS LEARNING ASSISTANT Field,Work(In Person On Campus Learners),1,A, TBA, TBA , TBA , TBA,"["" Nedimyer,Aliza Kamman""]",5,1,999,0,0
11283,EXSS 393,EXSS,393,3,15333,SPORTS MEDICINE CLINICAL,Clinical(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Cosby Jr,Anthony Steven"","" WALKER,NINA""]",20,10,999,0,0
11284,EXSS 395,EXSS,395,65,13208,UNDERGRADUATE RESEARCH COURSE,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" PATTERSON,ANTHONY F""]",3,0,999,0,0
11285,EXSS 396,EXSS,396,65,12934,IND STUDIES IN EXSS,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" PATTERSON,ANTHONY F""]",5,0,999,0,0
11286,EXSS 408,EXSS,408,1,14374,STRENGTH TRAINING THEORY,Lecture(In Person On Campus Learners),3,A, Woollen Gym,301, TuTh , 12:30 - 13:45,"["" Aguilar,Alain J.""]",30,18,999,0,0
11287,EXSS 410,EXSS,410,402,14948,EXERCISE TESTING PRESCRIPTION,Lab(In Person On Campus Learners),4,A, TBA, TBA , Tu , 15:30 - 17:00,"["" Buoncristiani,Nicholas""]",10,7,999,0,0
11288,EXSS 424,EXSS,424,1,7949,SPORT SALES SEMINAR,Lecture(In Person On Campus Learners),3,A, Woollen Gym,303, MWF , 11:15 - 12:05,"["" POPP,NELS""]",55,55,999,10,0
11289,EXSS 430,EXSS,430,1,14230,LDSHIP & GROUP DYNAMICS,Lecture(In Person On Campus Learners),3,A, Fetzer Hall,106, MWF , 12:20 - 13:10,"["" PATTERSON,ANTHONY F""]",45,42,999,0,0
11290,EXSS 493,EXSS,493,1,5867,FIELD EXPERIENCE SPORT ADMIN,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" McDonnell Jr,Wayne Gerard""]",30,30,999,10,0
11291,EXSS 580,EXSS,580,1,14232,HUMAN NEUROMECHANICS,Lecture(In Person On Campus Learners),3,A, Woollen Gym,301, TuTh , 14:00 - 15:15,"["" Kiefer,Adam C.""]",30,9,999,0,0
11292,EXSS 593,EXSS,593,1,6988,PRACTICUM IN FITNESS,Lecture(In Person On Campus Learners),9-Jan,A, TBA, TBA , TBA , TBA,"["" Aguilar,Alain J.""]",10,5,999,0, 0 0021
11293,EXSS 700,EXSS,700,2,7613,STATS & RESEARCH METH,Lecture(In Person On Campus Learners),3,A, Woollen Gym,303, WF , 08:00 - 09:15,"["" Courtney,Jimikaye Beck""]",20,26,999,0,0
11294,EXSS 705,EXSS,705,2,11074,RESEARCH DESIGN & METHODS,Lecture(In Person On Campus Learners),3-Jan,A, Woollen Gym,302, W , 13:20 - 14:20,"["" PATTERSON,ANTHONY F""]",20,10,999,0,0
11295,EXSS 732,EXSS,732,1,4368,ANATOMY ATHL TRAIN,Lecture(In Person On Campus Learners),4,A, Fetzer Hall,128, MWF , 11:15 - 13:05,"["" PADUA,DARIN A""]",10,6,999,0,0
11296,EXSS 736,EXSS,736,1,14382,CLIN ATH TRAIN,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TuTh , 09:30 - 10:45,"["" Mihalik,Johna K.""]",10,6,999,0,0
11297,EXSS 737,EXSS,737,1,4370,ADV MUS ASSESS&TREATMENT,Lecture(In Person On Campus Learners),3,A, Woollen Gym,302, TuTh , 08:00 - 09:15,"["" PETSCHAUER,MEREDITH A""]",15,15,999,0,0
11298,EXSS 740,EXSS,740,1,4297,ADMINISTRATION OF SPORT,Lecture(In Person On Campus Learners),3,A, Woollen Gym,303, MW , 09:30 - 10:45,"["" WEIGHT,ERIANNE ALLEN""]",20,10,999,0,0
11299,EXSS 747,EXSS,747,1,7248,FACILITY & EVENT MGMT,Lecture(In Person On Campus Learners),3,A, Woollen Gym,205, TuTh , 12:30 - 13:45,"["" Staff""]",12,10,999,0,0
11300,EXSS 748,EXSS,748,1,4528,LEGAL ISSUES COL SPORT,Lecture(In Person On Campus Learners),3,A, Woollen Gym,303, TuTh , 11:00 - 12:15,"["" OSBORNE,BARBARA J""]",35,13,999,0,0
11301,EXSS 750,EXSS,750,1,4298,SPORT ADMIN SEMINAR I,Lecture(In Person On Campus Learners),1,A, Woollen Gym,301, M , 17:00 - 19:00,"["" WEIGHT,ERIANNE ALLEN""]",11,11,999,0,0
11302,EXSS 780,EXSS,780,1,4300,PHYSIOLOGY OF EXERCISE,Lecture(In Person On Campus Learners),3,A, Woollen Gym,302, TuTh , 11:00 - 12:15,"["" Hackney,Anthony Carl""]",25,8,999,0,0
11303,EXSS 783,EXSS,783,1,4299,ASMT PHYSIOL FUNCT,Lecture(In Person On Campus Learners),3,A, Fetzer Hall, G401 , F , 11:15 - 15:05,"["" HANSON,ERIK D""]",20,7,999,0,0
11304,EXSS 785,EXSS,785,1,4365,SEMINAR EX PHYS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , Tu , 08:30 - 10:20,"["" RYAN,ERIC D""]",10,8,999,0,0
11305,EXSS 990,EXSS,990,53,8301,RESEARCH IN EXSS,Lecture(In Person On Campus Learners),3-Jan,A, TBA, TBA , TBA , TBA,"["" Staff""]",5,0,999,0,0
11306,EXSS 993,EXSS,993,65,15447,MASTER'S RESEARCH AND THESIS,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" PATTERSON,ANTHONY F""]",2,2,0,0,0
11307,LFIT 102,LFIT,102,401,10379,LIFE FITNESS: ADAPTED PA,Lab(In Person On Campus Learners),1,A, TBA, TBA , MW , 09:05 - 09:55,"["" BATTAGLINI,REBECCA L""]",20,2,999,0,0
11308,LFIT 103,LFIT,103,408,13841,LIFE FITNESS: AEROBICS,Lab(In Person On Campus Learners),1,A, TBA, TBA , TuTh , 15:30 - 16:20,"["" Staff""]",17,17,999,0,0
11309,LFIT 104,LFIT,104,409,13845,LIFE FITNESS: EX & COND,Lab(In Person On Campus Learners),1,A, TBA, TBA , TuTh , 14:00 - 14:50,"["" Staff""]",22,22,999,0,0
11310,LFIT 105,LFIT,105,411,12691,LIFE FITNESS: INDOOR SPT,Lab(In Person On Campus Learners),1,A, Fetzer Hall,110, TuTh , 15:30 - 16:20,"["" Staff""]",20,20,999,2,0
11311,LFIT 106,LFIT,106,409,10292,LIFE FITNESS: BEG JOGGIN,Lab(In Person On Campus Learners),1,A, TBA, TBA , TuTh , 15:30 - 16:20,"["" Staff""]",19,19,999,0,0
11312,LFIT 107,LFIT,107,403,4457,LIFE FITNESS: INT JOGGIN,Lab(In Person On Campus Learners),1,A, TBA, TBA , MW , 13:25 - 14:15,"["" Staff""]",20,20,999,0,0
11313,LFIT 108,LFIT,108,410,10296,LIFE FITNESS: OUTDOOR SP,Lab(In Person On Campus Learners),1,A, TBA, TBA , TuTh , 15:30 - 16:20,"["" Staff""]",22,22,999,0,0
11314,LFIT 109,LFIT,109,407,13846,LIFE FITNESS: RACQUET SP,Lab(In Person On Campus Learners),1,A, Fetzer Hall,16, TuTh , 14:00 - 14:50,"["" Staff""]",18,18,999,2,0
11315,LFIT 110,LFIT,110,405,9380,LIFE FITNESS: BEG SWIM,Lab(In Person On Campus Learners),1,A, TBA, TBA , TuTh , 11:00 - 11:50,"["" Staff""]",14,14,999,0,0
11316,LFIT 111,LFIT,111,406,9771,LIFE FITNESS: SWIM COND,Lab(In Person On Campus Learners),1,A, TBA, TBA , TuTh , 14:00 - 14:50,"["" Staff""]",16,16,999,0,0
11317,LFIT 112,LFIT,112,404,12689,LIFE FITNESS: WALKING,Lab(In Person On Campus Learners),1,A, TBA, TBA , TuTh , 11:00 - 11:50,"["" Staff""]",22,22,999,11,0
11318,LFIT 113,LFIT,113,410,12693,LIFE FITNESS: WEIGHT TR,Lab(In Person On Campus Learners),1,A, Woollen Gym, B020 , TuTh , 15:30 - 16:20,"["" Staff""]",18,18,999,2,0
11319,LFIT 114,LFIT,114,413,12687,LIFETIME,FITNESS:(In Person On Campus Learners),YOGA/PILATESLab 1,A, Woollen Gym, B017 , TuTh , 15:30 - 16:20,"["" Staff""]",18,18,999,5,0
11320,LFIT 115,LFIT,115,404,12686,LIFETIME FITNESS:CYCLE,FITNESSLab(In Person On Campus Learners),1,A, TBA, TBA , TuTh , 09:30 - 10:20,"["" Staff""]",16,16,999,2,0
11321,LFIT 130,LFIT,130,401,10008,LIFETIME FITNESS: SOCCER,Lab(In Person On Campus Learners),1,A, TBA, TBA , MW , 13:25 - 14:15,"["" Staff""]",22,22,999,3,0
11322,LFIT 140,LFIT,140,403,10284,LIFETIME FITNESS: ULT FRISBEE,Lab(In Person On Campus Learners),1,A, TBA, TBA , TuTh , 11:00 - 11:50,"["" Staff""]",22,22,999,0,0
11323,LFIT 146,LFIT,146,402,12692,LIFETIME FITNESS: SAND,VLYBALLLab(In Person On Campus Learners),1,A, TBA, TBA , TuTh , 15:30 - 16:20,"["" Staff""]",22,22,999,1,0
11324,LFIT 190,LFIT,190,401,14418,SPECIAL TOPICS,Lab(In Person On Campus Learners),1,A, TBA, TBA , MW , 12:20 - 13:10,"["" Staff""]",18,18,999,4,0
11325,PHYA 201,PHYA,201,1,10281,ADAPTED PHYS ACTIVITY,Lecture(In Person On Campus Learners),1,A, TBA, TBA , MW , 09:05 - 09:55,"["" BATTAGLINI,REBECCA L""]",20,0,999,0,0
11326,PHYA 227,PHYA,227,3,10630,SCUBA,Lecture(In Person On Campus Learners),1,A, Woollen Gym,301, TuTh , 18:30 - 20:00,"["" MOORE,GREGORY B""]",30,10,999,0,0
11327,PHYA 228,PHYA,228,1,13850,SELF-DEFENSE,Lecture(In Person On Campus Learners),1,A, Woollen Gym,19, TuTh , 12:30 - 13:20,"["" Staff""]",24,24,999,1,0
11328,PHYA 242,PHYA,242,1,10013,WATER SAFETY INSTRUCTOR,Lecture(In Person On Campus Learners),1,A, TBA, TBA , MW , 11:15 - 12:05,"["" Ayers,Catherine Rehm""]",20,1,999,0,0
11329,GEOG 50,GEOG,50,1,14600,FYS MOUNTAIN ENVIRONMENT,Lecture(In Person On Campus Learners),3,A, Carolina Hall,204, TuTh , 14:00 - 15:15,"["" RIVEROS-IREGUI,DIEGO""]",23,23,0,0,0
11330,GEOG 56,GEOG,56,1,11844,FYS LOCAL/GLOBAL WORLD,Lecture(In Person On Campus Learners),3,A, Carolina Hall,204, MWF , 10:10 - 11:00,"["" Matamoros Mercado,Ruth Herenia""]",21,21,0,0,0
11331,GEOG 110,GEOG,110,2,13649,THE BLUE PLANET:,EARTH(In Person On Campus Learners),SYSTEMSLecture 3,A, Wilson Hall,128, MWF , 11:15 - 12:05,"["" Taillie,Paul""]",58,52,999,0,0
11332,GEOG 115,GEOG,115,2,14708,MAPS,Lecture(In Person On Campus Learners),3,A, Wilson Hall,202, TuTh , 12:30 - 13:45,"["" Staff""]",30,30,999,37,0
11333,GEOG 120,GEOG,120,2,10743,WORLD REGIONAL GEOG,Lecture(In Person On Campus Learners),3,A, Carolina Hall,220, TuTh , 09:30 - 10:45,"["" Drummond-Cole,Adrian""]",50,50,999,1,0
11334,GEOG 121,GEOG,121,1,2523,GEOGRAPHIES OF GLOBALIZATION,Lecture(In Person On Campus Learners),3,A, Gardner Hall,8, MWF , 09:05 - 09:55,"["" Drummond-Cole,Adrian""]",70,70,999,0,0
11335,GEOG 130,GEOG,130,1,2569,DEVELOPMENT AND INEQUALITY,Lecture(In Person On Campus Learners),3,A, Carolina Hall,220, TuTh , 11:00 - 12:15,"["" Gray,Clark L.""]",55,55,999,5,0
11336,GEOG 210,GEOG,210,610,13817,GLOBAL ISSUES,Recitation(In Person On Campus Learners),3,A, Greenlaw Hall,304, F , 11:15 - 12:05,"["" Staff""]",3,3,999,0,0
11337,GEOG 212,GEOG,212,1,11138,ENV CONS GLOBAL CHANGE,Lecture(In Person On Campus Learners),3,A, Carolina Hall,220, MWF , 13:25 - 14:15,"["" Taillie,Paul""]",55,55,999,2,0
11338,GEOG 215,GEOG,215,2,14683,INTRO TO SPATIAL DATA SCIENCE,Lecture(In Person On Campus Learners),3,A,NULL,NULL,NULL,NULL,"["" Staff""]",31,31,999,3,0
11339,GEOG 222,GEOG,222,1,2602,HEALTH AND MEDICAL GEOGRAPHY,Lecture(In Person On Campus Learners),3,A, Carolina Hall,220, TuTh , 17:00 - 18:15,"["" EMCH,MICHAEL EDWARD""]",51,51,999,0,0
11340,GEOG 225,GEOG,225,1,13654,"SPACE, PLACE & DIFFERNCE",Lecture(In Person On Campus Learners),3,A, Carolina Hall,204, TuTh , 15:30 - 16:45,"["" Edmonds,Leiha""]",23,23,999,3,0
11341,GEOG 228,GEOG,228,1,11763,URBAN GEOGRAPHY,Lecture(In Person On Campus Learners),3,A, Dey Hall,305, MWF , 13:25 - 14:15,"["" MARTIN,NINA UM""]",55,55,999,10,0
11342,GEOG 237,GEOG,237,1,11764,NATURAL RESOURCES-FORESTRY,Lecture(In Person On Campus Learners),3,A, Carolina Hall,220, MWF , 09:05 - 09:55,"["" SONG,CONGHE""]",32,25,999,0,0
11343,GEOG 259,GEOG,259,1,13656,SOCIETY/ENVIR IN LATIN AMER,Lecture(In Person On Campus Learners),3,A, Carolina Hall,220, MWF , 12:20 - 13:10,"["" Matamoros Mercado,Ruth Herenia""]",54,54,999,0,0
11344,GEOG 295,GEOG,295,2,2600,UNDERGRADUATE RESEARCH,Lecture(In Person On Campus Learners),3,A, TBA, TBA , TBA , TBA,"["" Staff""]",2,0,999,0,0
11345,GEOG 296,GEOG,296,52,13334,INDEPENDENT STUDY,Lecture(In Person On Campus Learners),12-Jan,A, TBA, TBA , TBA , TBA,"["" Allred,Shorna""]",2,0,999,0,0
11346,GEOG 370,GEOG,370,802,13127,INTRO TO GEOG INFO,Recitation(In Person On Campus Learners),3,A, Carolina Hall,322, Th , 15:30 - 16:20,"["" Vina-Vizcaino,Andres""]",25,15,999,0,0
11347,GEOG 391,GEOG,391,1,2588,QUANTITA METHODS,Lecture(In Person On Campus Learners),3,A, Carolina Hall,322, TuTh , 12:30 - 13:45,"["" MOODY,AARON""]",23,25,999,7,0
11348,GEOG 392,GEOG,392,1,10746,RESEARCH METHODS IN GEOG,Lecture(In Person On Campus Learners),3,A, Carolina Hall,204, MWF , 13:25 - 14:15,"["" LENTZ,CHRISTIAN""]",27,28,999,7,0
